#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.98751  0.02474  0.02842  1.12966  0.001044  0.000434  0.036529     2.408
   0.98944  0.02307  0.02745  1.12115  0.001005  0.000419  0.038034     2.397
   0.99128  0.02150  0.02649  1.11141  0.000976  0.000407  0.038737     2.400
   0.99304  0.02001  0.02555  1.10193  0.000942  0.000394  0.040114     2.392
   0.99472  0.01860  0.02463  1.09171  0.000908  0.000381  0.041509     2.385
   0.99634  0.01726  0.02373  1.08053  0.000880  0.000369  0.042442     2.384
   0.99789  0.01600  0.02284  1.06926  0.000847  0.000357  0.044062     2.374
   0.99937  0.01479  0.02196  1.05683  0.000817  0.000345  0.045476     2.367
   1.00081  0.01366  0.02109  1.04340  0.000790  0.000334  0.046657     2.362
   1.00219  0.01258  0.02023  1.02922  0.000763  0.000324  0.047854     2.358
   1.00351  0.01155  0.01938  1.01415  0.000738  0.000313  0.048761     2.357
   1.00480  0.01058  0.01854  0.99868  0.000709  0.000302  0.050529     2.346
   1.00604  0.00966  0.01771  0.98151  0.000684  0.000292  0.051870     2.339
   1.00724  0.00879  0.01689  0.96299  0.000661  0.000283  0.052864     2.335
   1.00840  0.00796  0.01607  0.94344  0.000637  0.000274  0.053999     2.329
   1.00952  0.00719  0.01526  0.92252  0.000614  0.000264  0.055226     2.321
   1.01061  0.00645  0.01445  0.89988  0.000590  0.000255  0.056581     2.311
   1.01167  0.00576  0.01365  0.87509  0.000572  0.000248  0.056724     2.311
   1.01271  0.00511  0.01285  0.84941  0.000552  0.000239  0.057251     2.308
   1.01371  0.00450  0.01205  0.82199  0.000529  0.000231  0.058630     2.292
   1.01469  0.00393  0.01126  0.79141  0.000512  0.000224  0.058678     2.287
   1.01564  0.00340  0.01047  0.75899  0.000497  0.000217  0.057891     2.288
   1.01657  0.00291  0.00968  0.72502  0.000477  0.000210  0.058495     2.272
   1.01747  0.00246  0.00889  0.68801  0.000467  0.000204  0.055925     2.286
   1.01836  0.00205  0.00811  0.65071  0.000446  0.000197  0.056237     2.269
   1.01922  0.00167  0.00733  0.60869  0.000431  0.000191  0.055204     2.255
   1.02007  0.00134  0.00655  0.56324  0.000421  0.000187  0.052469     2.252
   1.02090  0.00104  0.00577  0.51568  0.000410  0.000183  0.049741     2.241
   1.02172  0.00078  0.00500  0.46751  0.000408  0.000180  0.044192     2.270
   1.02252  0.00056  0.00423  0.41853  0.000385  0.000173  0.043511     2.227
   1.02330  0.00038  0.00347  0.36420  0.000387  0.000172  0.036857     2.253
   1.02407  0.00023  0.00271  0.31037  0.000373  0.000167  0.033392     2.226
   1.02483  0.00012  0.00196  0.25347  0.000374  0.000167  0.026853     2.241
   1.02557  0.00005  0.00122  0.19717  0.000365  0.000164  0.021597     2.229
   1.02630  0.00001  0.00050  0.13898  0.000372  0.000168  0.015233     2.208
   1.02702  0.00000 -0.00023  0.08531  0.000382  0.000170  0.008740     2.253
   1.02775  0.00003 -0.00095  0.02825  0.000334  0.000150  0.003387     2.230
   1.02848  0.00009 -0.00168 -0.04129  0.000334  0.000150  0.004941     2.230
   1.02923  0.00019 -0.00242 -0.09763  0.000394  0.000174  0.009600     2.265
   1.02999  0.00033 -0.00317 -0.15625  0.000359  0.000164  0.018061     2.186
   1.03076  0.00051 -0.00392 -0.22241  0.000354  0.000158  0.024896     2.239
   1.03154  0.00072 -0.00467 -0.27844  0.000382  0.000169  0.028148     2.267
   1.03233  0.00098 -0.00542 -0.33889  0.000367  0.000167  0.037840     2.203
   1.03314  0.00129 -0.00617 -0.39670  0.000386  0.000171  0.039837     2.263
   1.03396  0.00163 -0.00691 -0.45119  0.000390  0.000174  0.045872     2.238
   1.03480  0.00202 -0.00765 -0.50320  0.000405  0.000179  0.048469     2.257
   1.03565  0.00245 -0.00839 -0.55286  0.000414  0.000184  0.052317     2.252
   1.03652  0.00293 -0.00912 -0.60183  0.000422  0.000188  0.055918     2.251
   1.03741  0.00344 -0.00985 -0.64534  0.000443  0.000195  0.055738     2.277
   1.03832  0.00400 -0.01056 -0.68578  0.000458  0.000201  0.057435     2.275
   1.03925  0.00460 -0.01127 -0.72316  0.000477  0.000209  0.057675     2.285
   1.04020  0.00524 -0.01198 -0.75833  0.000493  0.000216  0.058347     2.286
   1.04118  0.00593 -0.01267 -0.79133  0.000511  0.000223  0.058470     2.291
   1.04218  0.00665 -0.01336 -0.81994  0.000538  0.000233  0.056446     2.312
   1.04321  0.00742 -0.01404 -0.84788  0.000554  0.000241  0.057108     2.304
   1.04427  0.00824 -0.01472 -0.87250  0.000581  0.000250  0.055097     2.322
   1.04535  0.00910 -0.01539 -0.89506  0.000606  0.000260  0.053908     2.329
   1.04647  0.01000 -0.01605 -0.91612  0.000630  0.000270  0.052869     2.333
   1.04763  0.01095 -0.01671 -0.93620  0.000652  0.000279  0.052085     2.334
   1.04882  0.01195 -0.01736 -0.95284  0.000687  0.000291  0.049197     2.358
   1.05006  0.01299 -0.01801 -0.96927  0.000711  0.000302  0.048494     2.355
   1.05133  0.01409 -0.01866 -0.98462  0.000738  0.000313  0.047258     2.359
   1.05265  0.01525 -0.01930 -0.99749  0.000774  0.000326  0.044782     2.378
   1.05402  0.01646 -0.01994 -1.01071  0.000799  0.000337  0.044187     2.373
   1.05544  0.01773 -0.02058 -1.02165  0.000837  0.000350  0.041895     2.391
   1.05692  0.01906 -0.02122 -1.03211  0.000870  0.000363  0.040545     2.395
   1.05846  0.02046 -0.02185 -1.04189  0.000903  0.000376  0.039228     2.400
   1.06007  0.02194 -0.02249 -1.05053  0.000942  0.000391  0.037550     2.411
   1.06174  0.02348 -0.02313 -1.05883  0.000977  0.000405  0.036341     2.415
   1.06349  0.02511 -0.02377 -1.06639  0.001015  0.000419  0.034968     2.422
   1.06532  0.02683 -0.02441 -1.07339  0.001055  0.000434  0.033659     2.428
   1.06724  0.02864 -0.02505 -1.07921  0.001101  0.000451  0.031960     2.442
   1.06926  0.03055 -0.02570 -1.08511  0.001141  0.000467  0.030946     2.444
   1.07137  0.03256 -0.02634 -1.08990  0.001190  0.000485  0.029410     2.456
   1.07360  0.03469 -0.02699 -1.09504  0.001231  0.000501  0.028605     2.455
   1.07594  0.03694 -0.02764 -1.09910  0.001283  0.000520  0.027198     2.468
   1.07841  0.03932 -0.02830 -1.10305  0.001332  0.000539  0.026154     2.473
   1.08102  0.04185 -0.02895 -1.10668  0.001383  0.000558  0.025140     2.478
   1.08377  0.04452 -0.02961 -1.10957  0.001441  0.000579  0.023910     2.489
   1.08668  0.04735 -0.03027 -1.11254  0.001494  0.000599  0.023051     2.492
   1.08975  0.05035 -0.03093 -1.11497  0.001553  0.000621  0.022034     2.500
   1.09299  0.05352 -0.03159 -1.11700  0.001615  0.000644  0.021031     2.508
   1.09641  0.05688 -0.03225 -1.11874  0.001679  0.000668  0.020100     2.515
   1.10002  0.06043 -0.03290 -1.12041  0.001742  0.000691  0.019334     2.519
   1.10382  0.06417 -0.03355 -1.12141  0.001814  0.000717  0.018357     2.530
   1.10781  0.06812 -0.03419 -1.12244  0.001882  0.000743  0.017628     2.534
   1.11200  0.07226 -0.03481 -1.12305  0.001956  0.000769  0.016825     2.542
   1.11638  0.07659 -0.03542 -1.12350  0.002030  0.000796  0.016111     2.548
   1.12094  0.08112 -0.03602 -1.12363  0.002108  0.000825  0.015382     2.556
   1.12569  0.08583 -0.03659 -1.12350  0.002188  0.000853  0.014684     2.564
   1.13061  0.09071 -0.03714 -1.12333  0.002265  0.000882  0.014107     2.569
   1.13568  0.09576 -0.03767 -1.12299  0.002345  0.000911  0.013540     2.574
   1.14090  0.10096 -0.03817 -1.12230  0.002431  0.000941  0.012923     2.583
   1.14626  0.10630 -0.03864 -1.12160  0.002513  0.000971  0.012416     2.589
   1.15175  0.11177 -0.03908 -1.12086  0.002594  0.001000  0.011962     2.593
   1.15734  0.11735 -0.03950 -1.11981  0.002681  0.001031  0.011445     2.602
   1.16304  0.12303 -0.03988 -1.11876  0.002766  0.001061  0.011017     2.607
   1.16882  0.12880 -0.04024 -1.11764  0.002850  0.001091  0.010612     2.613
   1.17469  0.13466 -0.04056 -1.11643  0.002935  0.001121  0.010222     2.619
   1.18063  0.14059 -0.04086 -1.11513  0.003021  0.001151  0.009847     2.625
   1.18663  0.14659 -0.04113 -1.11380  0.003106  0.001180  0.009504     2.631
   1.19269  0.15264 -0.04137 -1.11241  0.003191  0.001210  0.009173     2.637
   1.19880  0.15875 -0.04158 -1.11103  0.003275  0.001240  0.008879     2.642
   1.20496  0.16491 -0.04177 -1.10959  0.003359  0.001269  0.008588     2.647
   1.21116  0.17111 -0.04193 -1.10813  0.003443  0.001298  0.008316     2.652
   1.21740  0.17734 -0.04206 -1.10670  0.003525  0.001327  0.008069     2.657
   1.22368  0.18362 -0.04218 -1.10520  0.003609  0.001356  0.007818     2.662
